105年07月12日大盤統計資訊
指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%)
03076X,元展71,0,0,0,--,--,--,--,,0.00,9.05,10,9.20,10,34.40
03077P,元大EL,"100,000",9,"20,600",0.23,0.23,0.18,0.18,－,0.08,0.17,101,0.18,100,0.00
03077X,元展72,0,0,0,--,--,--,--,,0.00,10.10,10,10.30,10,50.40
03078P,永豐IY,0,0,0,--,--,--,--,,0.00,0.06,10,0.07,10,0.00
03078X,元展73,"1,000",1,"16,600",16.60,16.60,16.60,16.60,＋,0.10,16.70,10,16.80,10,185.00
03079P,中信01,0,0,0,--,--,--,--,,0.00,--,0,0.02,10,0.00
03079X,元展74,"40,000",10,"156,300",4.03,4.04,3.86,3.86,－,0.57,3.79,10,3.93,10,37.20
03080P,中信02,0,0,0,--,--,--,--,,0.00,0.01,30,0.02,10,0.00
03080X,元展75,"40,000",4,"204,950",5.00,5.25,5.00,5.20,＋,0.10,5.15,10,5.25,10,78.70
03081P,中信03,"5,159,000",138,"1,454,070",0.27,0.29,0.27,0.28,－,0.01,0.27,1585,0.28,235,0.00
03081X,元展76,0,0,0,--,--,--,--,,0.00,5.60,11,5.65,10,21.85
03082P,中信04,"365,000",7,"99,250",0.29,0.29,0.21,0.21,－,0.14,0.21,30,0.22,30,0.00
03082X,富展04,0,0,0,--,--,--,--,,0.00,6.40,99,6.50,100,10.90
03083P,MU兆豐,"5,000",1,"3,200",0.64,0.64,0.64,0.64,－,0.07,0.59,10,0.60,10,0.00
03083X,元展77,"1,000",1,"8,400",8.40,8.40,8.40,8.40,＋,0.20,8.30,10,8.35,10,39.05
03084P,MV兆豐,0,0,0,--,--,--,--,,0.00,0.83,10,0.86,10,0.00
03084X,元展78,0,0,0,--,--,--,--,,0.00,7.50,10,7.65,10,180.00
03085P,MW兆豐,0,0,0,--,--,--,--,,0.00,0.27,10,0.28,10,0.00
03085X,元展79,"1,000",1,"9,100",9.10,9.10,9.10,9.10,X,0.00,9.25,10,9.30,10,24.80
03086P,MX兆豐,"100,000",1,"31,000",0.31,0.31,0.31,0.31,X,0.00,0.31,10,0.32,10,0.00
03086X,元展80,0,0,0,--,--,--,--,,0.00,6.90,10,7.00,10,90.40
03087P,群益1J,"10,000",1,500,0.05,0.05,0.05,0.05,－,0.01,0.04,25,0.05,10,0.00
03087X,元展81,"20,000",5,"256,100",12.80,12.90,12.80,12.80,＋,0.20,12.60,10,12.70,10,45.60
03088P,群益1K,0,0,0,--,--,--,--,,0.00,0.06,25,0.07,10,0.00
03088X,元展82,0,0,0,--,--,--,--,,0.00,11.10,10,11.30,10,50.70
03089P,群益1L,0,0,0,--,--,--,--,,0.00,0.07,25,0.08,10,0.00
03089X,元展83,"37,000",2,"297,850",8.05,8.05,8.05,8.05,＋,0.20,8.45,10,8.50,10,303.00
03090P,群益1P,0,0,0,--,--,--,--,,0.00,0.12,25,0.13,10,0.00
03090X,元展84,0,0,0,--,--,--,--,,0.00,21.50,10,21.80,10,66.60
03091P,群益1Q,"20,000",1,"5,400",0.27,0.27,0.27,0.27,－,0.10,0.25,25,0.26,10,0.00
03091X,元展85,0,0,0,--,--,--,--,,0.00,23.40,10,23.60,10,66.60
03092P,群益1R,"321,000",24,"160,930",0.55,0.55,0.44,0.45,－,0.14,0.45,25,0.46,10,0.00
03092X,元展86,0,0,0,--,--,--,--,,0.00,17.30,100,17.40,10,143.00
03093P,HC國泰,"244,000",8,"53,480",0.24,0.24,0.20,0.20,－,0.08,0.19,549,0.21,50,0.00
03093X,永豐金元大61展01,"37,000",8,"183,600",4.95,4.98,4.94,4.98,＋,0.07,4.98,10,5.05,100,9.73
03094P,AF富邦,0,0,0,--,--,--,--,,0.00,0.36,14,0.38,14,0.00
03095P,AG富邦,0,0,0,--,--,--,--,,0.00,1.83,20,1.89,10,0.00
03096P,AH富邦,"600,000",8,"233,370",0.37,0.39,0.37,0.39,－,0.04,0.40,12,0.41,13,0.00
03097P,AJ富邦,0,0,0,--,--,--,--,,0.00,0.01,508,0.09,5,0.00
03098P,AK富邦,0,0,0,--,--,--,--,,0.00,1.31,12,1.34,11,0.00
03099P,元大IS,0,0,0,--,--,--,--,,0.00,0.11,100,0.12,100,0.00
03100P,元大IU,"30,000",1,"1,200",0.04,0.04,0.04,0.04,X,0.00,0.03,100,0.04,70,0.00
03101P,元大IV,0,0,0,--,--,--,--,,0.00,1.51,100,1.60,10,0.00
03102P,元大IW,"20,000",2,"3,100",0.17,0.17,0.14,0.14,－,0.06,0.10,150,0.14,25,0.00
03103P,M2元富,0,0,0,--,--,--,--,,0.00,0.02,25,0.04,10,0.00
03104P,M3元富,0,0,0,--,--,--,--,,0.00,0.44,25,0.45,25,0.00
03105P,M4元富,"7,000",1,"3,430",0.49,0.49,0.49,0.49,－,0.05,0.50,25,0.51,25,0.00
03106P,康和DQ,0,0,0,--,--,--,--,,0.00,0.16,10,0.17,10,0.00
="031075",群益JD,"274,000",5,"5,680",0.03,0.03,0.02,0.02,－,0.07,0.02,25,0.07,275,17.75
03107P,凱基6G,"76,000",3,"8,320",0.13,0.13,0.10,0.10,－,0.03,0.10,30,0.11,30,0.00
03108P,凱基6J,"120,000",10,"10,400",0.11,0.11,0.07,0.08,－,0.03,0.09,30,0.10,10,0.00
03109P,凱基6N,"19,000",3,"16,230",0.84,0.87,0.84,0.87,＋,0.03,0.87,30,0.89,30,0.00
03110P,凱基6Q,0,0,0,--,--,--,--,,0.00,0.01,30,0.02,30,0.00
03111P,群益2D,"928,000",8,"106,160",0.12,0.12,0.10,0.10,－,0.05,0.09,35,0.10,10,0.00
03112P,群益2E,0,0,0,--,--,--,--,,0.00,0.18,25,0.19,10,0.00
03113P,群益2F,0,0,0,--,--,--,--,,0.00,0.32,25,0.33,10,0.00
03114P,群益2G,0,0,0,--,--,--,--,,0.00,0.47,25,0.48,10,0.00
03115P,永豐JH,0,0,0,--,--,--,--,,0.00,0.04,10,0.05,10,0.00
03116P,玉山J2,"850,000",27,"27,800",0.04,0.04,0.03,0.04,－,0.01,0.04,90,0.05,10,0.00
03117P,玉山J3,"124,000",2,"2,480",0.02,0.02,0.02,0.02,,0.00,0.01,960,0.02,10,0.00
03118P,AQ富邦,"350,000",5,"300,210",0.87,0.87,0.84,0.87,,0.00,0.87,10,0.88,10,0.00
03119P,AR富邦,0,0,0,--,--,--,--,,0.00,0.01,30,0.03,30,0.00
03120P,AS富邦,"130,000",4,"6,500",0.05,0.05,0.05,0.05,,0.00,0.04,10,0.05,10,0.00
03121P,日盛H9,"175,000",7,"11,050",0.05,0.07,0.05,0.07,＋,0.02,0.04,120,0.07,55,0.00
03122P,日盛J1,"200,000",2,"4,000",0.02,0.02,0.02,0.02,,0.00,0.01,275,0.02,25,171.00
03123P,凱基7B,0,0,0,--,--,--,--,,0.00,0.04,30,0.05,30,0.00
03124P,凱基7C,0,0,0,--,--,--,--,,0.00,0.06,30,0.07,30,0.00
03125P,凱基7D,0,0,0,--,--,--,--,,0.00,0.03,30,0.04,30,0.00
03126P,永豐JN,0,0,0,--,--,--,--,,0.00,0.01,10,0.02,10,0.00
03127P,台新2Z,0,0,0,--,--,--,--,,0.00,0.04,10,0.10,10,0.00
03128P,群益2L,"100,000",1,"14,000",0.14,0.14,0.14,0.14,X,0.00,0.12,25,0.13,10,0.00
03129P,群益2N,"122,000",1,"15,860",0.13,0.13,0.13,0.13,－,0.01,0.12,25,0.13,10,0.00
03130P,群益2Q,"160,000",4,"54,600",0.34,0.36,0.34,0.36,－,0.03,0.35,25,0.36,10,0.00
03131P,群益2R,0,0,0,--,--,--,--,,0.00,1.41,25,1.42,10,0.00
03132P,群益2S,0,0,0,--,--,--,--,,0.00,1.40,25,1.42,10,0.00
03133P,群益2T,0,0,0,--,--,--,--,,0.00,1.24,25,1.25,10,0.00
03134P,元大KM,"180,000",2,"3,600",0.02,0.02,0.02,0.02,,0.00,0.01,495,0.02,495,0.00
03135P,元大KT,"101,000",3,"6,060",0.06,0.06,0.06,0.06,－,0.02,0.05,495,0.06,495,0.00
03136P,元大KX,0,0,0,--,--,--,--,,0.00,0.30,100,0.31,100,0.00
03137P,AZ富邦,0,0,0,--,--,--,--,,0.00,0.61,10,0.62,10,0.00
03138P,BA富邦,"15,000",4,"6,370",0.35,0.45,0.35,0.45,＋,0.04,0.36,1,0.45,19,0.00
03139P,統一EK,0,0,0,--,--,--,--,,0.00,0.01,20,0.05,20,0.00
03140P,群益3C,0,0,0,--,--,--,--,,0.00,1.22,25,1.23,10,0.00
03141P,N7元富,"7,000",2,980,0.14,0.14,0.14,0.14,X,0.00,0.14,25,0.15,25,0.00
03142P,N8元富,0,0,0,--,--,--,--,,0.00,0.02,50,0.04,20,0.00
03143P,N9元富,0,0,0,--,--,--,--,,0.00,0.18,25,0.19,25,0.00
03144P,凱基7G,"70,000",3,"46,700",0.67,0.67,0.66,0.66,－,0.07,0.66,30,0.67,30,0.00
03145P,凱基7K,"28,000",4,"27,780",0.98,1.01,0.98,1.01,－,0.02,0.99,30,1.09,30,0.00
03146P,NF兆豐,"100,000",5,"4,300",0.02,0.06,0.02,0.06,X,0.00,--,0,0.02,30,0.00
03147P,NG兆豐,0,0,0,--,--,--,--,,0.00,0.08,10,0.09,10,0.00
03148P,NU兆豐,"41,000",5,"39,280",0.91,0.99,0.91,0.98,,0.00,0.97,10,0.98,10,0.00
03149P,NV兆豐,"92,000",3,"71,710",0.77,0.78,0.77,0.78,＋,0.04,0.78,10,0.79,10,0.00
03150P,永豐JU,0,0,0,--,--,--,--,,0.00,0.07,24,0.08,10,0.00
03151P,HF國泰,0,0,0,--,--,--,--,,0.00,1.25,350,1.29,10,0.00
03152P,元大ZF,"225,000",4,"220,750",0.96,1.00,0.96,1.00,＋,0.02,1.00,100,1.01,100,0.00
03153P,統一EL,0,0,0,--,--,--,--,,0.00,0.01,2614,0.05,10,0.00
03154P,AE元富,0,0,0,--,--,--,--,,0.00,0.10,25,0.11,25,0.00
03155P,AF元富,0,0,0,--,--,--,--,,0.00,1.10,25,1.12,25,0.00
03156P,AG元富,0,0,0,--,--,--,--,,0.00,0.24,25,0.25,25,0.00
03157P,AH元富,"187,000",4,"196,520",1.04,1.08,1.04,1.08,－,0.01,1.07,25,1.08,25,0.00
03158P,國票LR,"161,000",4,"6,330",0.04,0.04,0.03,0.03,－,0.01,0.03,230,0.06,100,0.00
03159P,康和DU,0,0,0,--,--,--,--,,0.00,0.01,10,0.10,10,0.00
03160P,日盛J5,0,0,0,--,--,--,--,,0.00,0.06,25,0.07,25,104.50
03161P,凱基7R,0,0,0,--,--,--,--,,0.00,0.40,30,0.41,30,0.00
03162P,凱基7S,0,0,0,--,--,--,--,,0.00,0.10,30,0.11,30,0.00
03163P,凱基7T,0,0,0,--,--,--,--,,0.00,0.13,30,0.14,30,0.00
03164P,凱基7U,0,0,0,--,--,--,--,,0.00,0.19,30,0.20,30,0.00
03165P,群益3K,"308,000",7,"269,990",0.86,0.89,0.86,0.88,,0.00,0.88,25,0.89,10,0.00
03166P,群益3L,0,0,0,--,--,--,--,,0.00,0.34,25,0.35,10,0.00
03167P,永豐JY,"410,000",6,"290,100",0.70,0.72,0.70,0.71,＋,0.01,0.70,10,0.71,7,0.00
03168P,永豐JZ,0,0,0,--,--,--,--,,0.00,0.11,10,0.13,10,0.00
03169P,HJ國泰,"405,000",17,"96,300",0.23,0.25,0.23,0.23,－,0.10,0.22,10,0.23,31,0.00
03170P,HK國泰,"150,000",5,"27,300",0.19,0.19,0.18,0.18,－,0.06,0.16,509,0.18,200,0.00
03171P,HL國泰,"175,000",8,"55,170",0.35,0.35,0.28,0.28,－,0.11,0.28,499,0.29,95,0.00
03172P,HM國泰,"180,000",3,"61,600",0.36,0.36,0.34,0.34,－,0.08,0.37,499,0.38,10,0.00
03173P,HS國泰,0,0,0,--,--,--,--,,0.00,1.03,470,1.05,10,0.00
03174P,BF富邦,0,0,0,--,--,--,--,,0.00,0.49,10,0.50,10,0.00
03175P,NY兆豐,0,0,0,--,--,--,--,,0.00,0.02,100,0.03,10,0.00
03176P,中信11,0,0,0,--,--,--,--,,0.00,0.22,99,0.23,99,0.00
03177P,統一ES,"1,412,000",7,"99,960",0.08,0.08,0.07,0.07,－,0.06,0.07,20,0.08,20,0.00
03178P,統一ET,"10,000",1,700,0.07,0.07,0.07,0.07,－,0.01,0.06,40,0.07,20,0.00
03179P,AT元富,"241,000",8,"49,360",0.22,0.22,0.20,0.21,－,0.02,0.20,47,0.21,25,0.00
03180P,AU元富,"27,000",3,"23,830",0.89,0.89,0.88,0.88,－,0.11,0.86,25,0.87,10,0.00
03181P,AV元富,"99,000",12,"85,160",0.92,0.93,0.80,0.84,－,0.14,0.83,25,0.84,17,0.00
03182P,AW元富,0,0,0,--,--,--,--,,0.00,0.74,25,0.75,25,0.00
03183P,康和DV,0,0,0,--,--,--,--,,0.00,0.19,10,0.20,10,0.00
03184P,元大3H,"305,000",6,"173,850",0.59,0.59,0.54,0.57,－,0.03,0.54,100,0.55,100,0.00
03185P,群益3Z,0,0,0,--,--,--,--,,0.00,0.24,25,0.25,10,0.00
03186P,群益4B,0,0,0,--,--,--,--,,0.00,1.10,25,1.13,10,0.00
03187B,元熊AV,"29,000",5,"44,910",1.54,1.56,1.53,1.53,－,0.09,1.51,495,1.54,495,67.60
03187P,群益4C,0,0,0,--,--,--,--,,0.00,0.15,25,0.16,10,0.00
03188P,群益4D,0,0,0,--,--,--,--,,0.00,0.22,25,0.23,10,0.00
03189P,群益4E,0,0,0,--,--,--,--,,0.00,2.42,25,2.49,10,0.00
03190P,BN富邦,0,0,0,--,--,--,--,,0.00,1.52,10,1.56,10,0.00
03191P,群益4J,"50,000",1,"80,000",1.60,1.60,1.60,1.60,X,0.00,1.57,25,1.58,10,0.00
03192P,群益4K,"368,000",10,"219,680",0.61,0.61,0.58,0.61,－,0.03,0.61,25,0.62,10,0.00
03193P,群益4L,0,0,0,--,--,--,--,,0.00,2.70,25,2.76,10,0.00
03194P,元大3M,0,0,0,--,--,--,--,,0.00,0.60,100,0.61,100,0.00
03195P,元大3N,0,0,0,--,--,--,--,,0.00,0.24,100,0.25,100,0.00
03196P,凱基8Y,0,0,0,--,--,--,--,,0.00,0.11,30,0.12,30,0.00
03197P,凱基8Z,0,0,0,--,--,--,--,,0.00,0.14,30,0.15,30,0.00
03198P,凱基9B,"45,000",2,"16,500",0.38,0.38,0.36,0.36,－,0.05,0.35,30,0.37,30,0.00
03199P,凱基9C,"13,000",2,"2,470",0.19,0.19,0.19,0.19,－,0.01,0.20,30,0.21,30,0.00
03200P,凱基9D,"100,000",1,"61,000",0.61,0.61,0.61,0.61,－,0.02,0.59,30,0.60,30,0.00
03201P,凱基9E,0,0,0,--,--,--,--,,0.00,0.11,30,0.12,30,0.00
03202P,凱基9F,"410,000",6,"102,600",0.26,0.26,0.24,0.26,－,0.04,0.26,30,0.27,30,0.00
03203P,元大3W,0,0,0,--,--,--,--,,0.00,0.14,100,0.15,100,0.00
03204P,元大3Y,0,0,0,--,--,--,--,,0.00,0.41,100,0.42,100,0.00
03205P,統一FE,0,0,0,--,--,--,--,,0.00,0.01,1967,0.02,10,0.00
03206P,中信15,"253,000",8,"184,560",0.75,0.75,0.70,0.72,－,0.05,0.71,30,0.72,44,0.00
03207P,中信16,"372,000",17,"99,580",0.26,0.27,0.26,0.26,－,0.03,0.25,50,0.26,14,0.00
03208P,康和DZ,0,0,0,--,--,--,--,,0.00,0.09,10,0.10,10,0.00
03209P,康和EA,"97,000",4,"63,820",0.66,0.66,0.62,0.62,－,0.04,0.63,10,0.64,10,0.00
03210P,群益4Q,0,0,0,--,--,--,--,,0.00,0.66,25,0.67,10,0.00
03211P,群益4R,0,0,0,--,--,--,--,,0.00,0.15,25,0.16,10,0.00
03213P,群益4T,0,0,0,--,--,--,--,,0.00,1.56,25,1.57,10,0.00
03214P,04凱基,"147,000",8,"47,190",0.34,0.34,0.31,0.32,X,0.00,0.31,30,0.32,28,0.00
03215B,MT兆熊,"2,418,000",63,"1,816,510",0.78,0.78,0.74,0.75,－,0.05,0.73,2,0.76,10,"8,841.46"
03215P,05凱基,0,0,0,--,--,--,--,,0.00,1.20,30,1.22,30,0.00
03216P,日盛K1,0,0,0,--,--,--,--,,0.00,0.31,25,0.32,25,20.95
03217P,BD元富,0,0,0,--,--,--,--,,0.00,0.11,499,--,0,0.00
03218P,BF元富,"128,000",3,"98,720",0.79,0.79,0.72,0.72,－,0.15,0.73,25,0.74,25,0.00
03219B,元熊41,"1,741,000",73,"2,514,360",1.48,1.48,1.43,1.45,－,0.06,1.44,503,1.45,467,"8,841.46"
03219P,玉山L1,0,0,0,--,--,--,--,,0.00,0.29,13,0.30,13,0.00
03220B,群熊AG,0,0,0,--,--,--,--,,0.00,2.53,499,2.59,499,"8,841.46"
03220P,IA國泰,0,0,0,--,--,--,--,,0.00,0.34,499,0.44,10,0.00
03221B,群熊AH,"10,000",1,"22,700",2.27,2.27,2.27,2.27,－,0.12,2.27,499,2.28,499,"8,841.46"
03221P,3Q第一,0,0,0,--,--,--,--,,0.00,1.57,10,1.58,10,43.60
03222B,兆熊6Q,0,0,0,--,--,--,--,,0.00,--,0,--,0,"8,841.46"
03222P,台新3N,0,0,0,--,--,--,--,,0.00,0.20,10,0.21,10,0.00
03223B,元熊51,"189,000",12,"327,320",1.75,1.75,1.72,1.74,－,0.06,1.73,415,1.74,489,"8,841.46"
03223P,兆豐1N,"450,000",16,"100,200",0.23,0.24,0.18,0.19,－,0.09,0.16,10,0.21,10,0.00
03224B,群熊AI,"125,000",4,"348,000",2.80,2.80,2.76,2.77,－,0.07,2.75,499,2.76,499,"8,841.46"
03224P,兆豐1P,"700,000",10,"166,170",0.27,0.27,0.22,0.22,－,0.07,0.19,10,0.20,10,0.00
03225B,C6兆熊,0,0,0,--,--,--,--,,0.00,--,0,--,0,"8,841.46"
03225P,兆豐1Q,"145,000",33,"175,460",1.29,1.31,1.10,1.10,－,0.21,1.10,10,1.13,10,0.00
03226B,群熊AJ,"97,000",4,"240,770",2.49,2.49,2.46,2.46,X,0.00,2.46,499,2.47,499,"8,841.46"
03226P,兆豐2A,0,0,0,--,--,--,--,,0.00,0.39,10,0.40,10,0.00
03227B,群熊AK,"20,000",2,"63,500",3.21,3.21,3.14,3.14,－,0.11,3.16,499,3.17,499,"8,841.46"
03227P,兆豐2B,0,0,0,--,--,--,--,,0.00,1.40,10,1.43,10,0.00
03228B,元熊61,"30,000",1,"50,100",1.67,1.67,1.67,1.67,－,0.06,1.66,495,1.67,465,"8,841.46"
03228P,兆豐2C,"170,000",13,"5,100",0.03,0.03,0.03,0.03,－,0.02,0.02,60,0.03,10,0.00
03229B,元熊71,"10,000",1,"12,200",1.22,1.22,1.22,1.22,－,0.04,1.21,495,1.22,495,"8,841.46"
03229P,群益4X,"79,000",3,"37,970",0.48,0.49,0.48,0.49,X,0.00,0.47,25,0.48,10,0.00
03230B,元熊81,"689,000",55,"784,830",1.17,1.17,1.12,1.14,－,0.06,1.13,466,1.14,393,"8,841.46"
03230P,群益4Y,"25,000",1,"5,250",0.21,0.21,0.21,0.21,－,0.02,0.21,25,0.22,10,0.00
03231B,元熊91,"432,000",12,"721,880",1.71,1.71,1.61,1.64,－,0.10,1.62,495,1.63,495,"8,841.46"
03231P,BW富邦,0,0,0,--,--,--,--,,0.00,0.26,11,0.27,11,0.00
03232B,群熊AL,0,0,0,--,--,--,--,,0.00,2.32,499,2.42,10,"8,841.46"
03232P,BX富邦,"260,000",9,"526,260",2.10,2.10,1.81,1.81,－,0.33,1.81,50,1.84,50,0.00
03233B,凱熊43,"797,000",44,"1,126,260",1.47,1.47,1.37,1.41,－,0.10,1.40,30,1.41,11,"8,841.46"
03233P,永昌BV,"239,000",14,"458,620",2.00,2.00,1.79,1.81,－,0.21,1.81,1,1.82,10,0.00
03234B,兆熊CG,"104,000",15,"83,920",0.83,0.83,0.80,0.81,－,0.06,0.79,1,0.99,10,"8,841.46"
03234P,永昌BW,"10,000",1,"2,100",0.21,0.21,0.21,0.21,－,0.01,0.15,45,0.21,10,0.00
03235B,元熊A1,"108,000",10,"138,410",1.30,1.30,1.26,1.27,－,0.06,1.27,505,1.28,495,"8,841.46"
03235P,永昌BX,"399,000",14,"246,940",0.63,0.63,0.61,0.63,－,0.02,0.63,10,0.64,10,0.00
03236B,元熊58,0,0,0,--,--,--,--,,0.00,2.45,495,2.46,495,941.56
03236P,永昌BY,"377,000",9,"168,350",0.46,0.46,0.44,0.44,－,0.05,0.44,10,0.45,25,0.00
03237B,元熊68,"33,000",4,"61,570",1.88,1.88,1.86,1.87,－,0.07,1.87,495,1.88,495,941.56
03237P,康和ED,"199,000",4,"159,700",0.79,0.82,0.79,0.82,－,0.02,0.83,10,0.90,10,0.00
03238B,凱熊44,"80,000",5,"215,650",2.74,2.74,2.66,2.67,－,0.13,2.69,30,2.70,60,"8,841.46"
03238P,康和EE,0,0,0,--,--,--,--,,0.00,0.76,10,0.79,10,0.00
03239B,兆熊JZ,0,0,0,--,--,--,--,,0.00,--,0,--,0,"8,841.46"
03239P,18凱基,0,0,0,--,--,--,--,,0.00,0.57,30,0.60,30,0.00
03240B,元熊B1,"67,000",5,"115,910",1.73,1.73,1.73,1.73,－,0.05,1.72,500,1.73,495,"8,841.46"
03240P,中信23,"10,023,000",179,"4,061,840",0.49,0.49,0.34,0.36,－,0.18,0.35,155,0.36,25,0.00
03241B,元熊C1,0,0,0,--,--,--,--,,0.00,1.41,495,1.42,495,"8,841.46"
03241P,永豐KZ,0,0,0,--,--,--,--,,0.00,0.25,10,0.26,10,0.00
03242B,臺股指元大61熊01,"1,000",1,"1,490",1.49,1.49,1.49,1.49,X,0.00,1.49,505,1.50,495,"8,841.46"
03242P,元大4P,"25,000",2,"34,850",1.40,1.40,1.37,1.37,－,0.12,1.35,100,1.37,100,0.00
03243P,日盛K5,"753,000",21,"192,170",0.30,0.32,0.24,0.25,－,0.05,0.24,25,0.25,131,0.00
03244P,群益5J,0,0,0,--,--,--,--,,0.00,2.33,25,2.36,10,0.00
03245P,IH國泰,"2,000",1,"1,220",0.61,0.61,0.61,0.61,X,0.00,0.61,499,0.62,400,0.00
03246P,CB富邦,"149,000",5,"35,220",0.24,0.24,0.22,0.22,－,0.04,0.22,200,0.23,200,0.00
03247P,20凱基,"510,000",11,"144,000",0.29,0.29,0.28,0.29,－,0.02,0.29,30,0.30,30,0.00
03248P,元大4Q,"2,108,000",60,"1,092,090",0.59,0.59,0.46,0.47,－,0.16,0.47,10,0.48,100,0.00
03249P,兆豐2Y,"10,000",1,"11,100",1.11,1.11,1.11,1.11,X,0.00,1.14,10,1.15,10,0.00
03250P,日盛K8,"79,000",7,"18,160",0.25,0.25,0.21,0.22,X,0.00,0.21,25,0.22,25,"3,180.00"
03251P,台新3W,0,0,0,--,--,--,--,,0.00,0.09,10,0.10,10,0.00
03252P,國票ME,"190,000",8,"8,800",0.05,0.05,0.04,0.05,－,0.01,0.03,170,0.04,10,0.00
03253P,BV元富,"623,000",33,"358,060",0.63,0.65,0.47,0.47,－,0.23,0.48,25,0.49,25,0.00
03254P,BW元富,"353,000",22,"146,140",0.48,0.48,0.35,0.36,－,0.19,0.36,25,0.37,25,0.00
03255P,BX元富,"93,000",4,"30,470",0.37,0.37,0.31,0.31,－,0.13,0.29,25,0.30,25,0.00
03256P,BY元富,0,0,0,--,--,--,--,,0.00,0.18,10,0.22,10,0.00
03257P,BZ元富,0,0,0,--,--,--,--,,0.00,0.18,20,0.90,13,0.00
03258P,CA元富,"346,000",6,"58,660",0.17,0.17,0.16,0.16,－,0.04,0.16,25,0.17,25,0.00
03259P,CB元富,"1,218,000",41,"511,660",0.44,0.44,0.41,0.42,－,0.04,0.41,83,0.42,15,0.00
03260P,群益5Z,"60,000",3,"45,000",0.80,0.80,0.67,0.67,－,0.19,0.68,25,0.69,10,0.00
03261P,群益6A,"376,000",30,"346,580",1.00,1.00,0.84,0.84,－,0.18,0.85,25,0.86,10,0.00
03262P,群益6B,"1,489,000",146,"711,520",0.50,0.51,0.45,0.48,－,0.07,0.48,20,0.49,30,0.00
03263P,群益6C,0,0,0,--,--,--,--,,0.00,1.79,25,1.81,10,0.00
03264P,IM國泰,0,0,0,--,--,--,--,,0.00,3.56,140,3.66,10,0.00
03265P,IN國泰,"44,000",5,"147,360",3.51,3.51,3.20,3.20,－,0.23,3.17,150,3.20,20,0.00
03266P,CH富邦,0,0,0,--,--,--,--,,0.00,0.32,10,0.33,10,0.00
03267P,CK富邦,"235,000",7,"65,290",0.27,0.29,0.27,0.28,－,0.05,0.28,50,0.29,50,0.00
03268P,52凱基,"190,000",4,"76,300",0.43,0.43,0.37,0.37,－,0.10,0.37,30,0.38,30,0.00
03269P,53凱基,"506,000",13,"448,380",0.90,0.90,0.87,0.89,－,0.04,0.88,30,0.89,30,0.00
03270P,日盛L1,"120,000",4,"132,600",1.17,1.17,1.09,1.09,－,0.10,1.09,25,1.10,25,226.50
03271P,統一FV,"170,000",14,"253,020",1.58,1.60,1.40,1.47,－,0.21,1.47,10,1.48,10,0.00
03272P,元大4W,"627,000",20,"475,310",0.80,0.80,0.75,0.77,－,0.07,0.75,495,0.76,495,0.00
03273P,元大4X,"412,000",24,"174,630",0.45,0.45,0.41,0.43,－,0.05,0.41,478,0.42,495,0.00
03274P,元大4Y,"50,000",1,"8,000",0.16,0.16,0.16,0.16,－,0.03,0.16,455,0.17,495,0.00
03275P,元大4Z,"135,000",7,"74,250",0.55,0.55,0.55,0.55,,0.00,0.54,100,0.55,100,0.00
03276P,群益6I,"2,469,000",61,"1,175,930",0.49,0.49,0.45,0.48,－,0.07,0.47,25,0.48,64,0.00
03277P,群益6K,"193,000",7,"169,890",0.89,0.89,0.85,0.89,－,0.05,0.89,25,0.90,10,0.00
03278P,群益6L,0,0,0,--,--,--,--,,0.00,0.68,25,0.69,10,0.00
03279P,群益6M,"285,000",4,"28,500",0.10,0.10,0.10,0.10,－,0.01,0.09,25,0.10,10,0.00
03280P,群益6N,0,0,0,--,--,--,--,,0.00,2.12,25,2.20,10,0.00
03281P,CP元富,"10,000",1,800,0.08,0.08,0.08,0.08,X,0.00,0.08,25,0.09,25,0.00
03282P,康和EK,0,0,0,--,--,--,--,,0.00,0.10,80,0.11,10,0.00
03283P,康和EL,0,0,0,--,--,--,--,,0.00,1.46,10,1.56,10,0.00
03284P,IP國泰,"908,000",56,"202,960",0.23,0.24,0.21,0.24,－,0.03,0.22,359,0.24,29,0.00
03285P,4B第一,0,0,0,--,--,--,--,,0.00,0.58,10,0.59,10,90.40
03286P,66凱基,"100,000",1,"58,000",0.58,0.58,0.58,0.58,－,0.03,0.59,30,0.60,30,0.00
03287P,70凱基,0,0,0,--,--,--,--,,0.00,0.50,30,0.51,30,0.00
03288P,72凱基,0,0,0,--,--,--,--,,0.00,0.78,30,0.79,30,0.00
03289P,75凱基,0,0,0,--,--,--,--,,0.00,0.78,30,0.79,30,0.00
03290P,80凱基,0,0,0,--,--,--,--,,0.00,0.63,30,0.64,30,0.00
03291P,81凱基,0,0,0,--,--,--,--,,0.00,0.53,30,0.54,30,0.00
03292P,85凱基,0,0,0,--,--,--,--,,0.00,0.50,30,0.51,30,0.00
03293P,日盛L4,0,0,0,--,--,--,--,,0.00,0.29,25,0.30,25,248.00
03294P,日盛L5,0,0,0,--,--,--,--,,0.00,0.69,25,0.71,25,114.50
03295P,元大5M,0,0,0,--,--,--,--,,0.00,0.16,100,0.17,100,0.00
03296P,群益6W,"60,000",4,"24,900",0.41,0.42,0.41,0.42,－,0.01,0.41,25,0.43,10,0.00
03297P,兆豐3N,0,0,0,--,--,--,--,,0.00,0.60,10,0.61,10,0.00
