symbol_id	symbol_name
'3653'	'健策'
'3658'	'漢微科'
'3661'	'F-世芯'
'3662'	'樂陞'
'3665'	'F-貿聯'
'3666'	'光耀'
'3669'	'圓展'
'3672'	'康聯訊'
'3675'	'德微'
'3679'	'新至陞'
'3680'	'家登'
'3684'	'榮昌'
'3689'	'湧德'
'3691'	'碩禾'
'3693'	'營邦'
'3698'	'隆達'
'3702'	'大聯大'
'3703'	'欣陸'
'3705'	'永信'
'3706'	'神達'
'4103'	'百略'
'4104'	'佳醫'
'4105'	'東洋'
'4106'	'雃博'
'4107'	'邦特'
'4109'	'穆拉德'
'4111'	'濟生'
'4113'	'聯上'
'4114'	'健喬'
'4116'	'明基醫'
'4119'	'旭富'
'4120'	'友華'
'4123'	'晟德'
'4126'	'太醫'
'4127'	'天良'
'4129'	'聯合骨'
'4130'	'健亞'
'4133'	'亞諾法'
'4137'	'F-麗豐'
'4138'	'曜亞'
'4139'	'F-馬光'
'4144'	'F-康聯'
'4153'	'鈺緯'
'4161'	'聿新科'
'4162'	'智擎'
'4163'	'鐿鈦'
'4164'	'承業生'
'4173'	'久裕'
'4175'	'杏一'
'4190'	'F-佐登'
'4205'	'中華食'
'4303'	'信立'
'4305'	'世坤'
'4306'	'炎洲'
'4401'	'東隆興'
'4416'	'三圓'
'4417'	'金洲'
'4420'	'光明'
'4426'	'利勤'
'4429'	'聚紡'
'4430'	'耀億'
'4432'	'銘旺實'
'4433'	'興采'
'4506'	'崇友'
'4510'	'高鋒'
'4513'	'福裕'
'4523'	'永彰'
'4526'	'東台'
'4527'	'方土霖'
'4528'	'江興'
'4532'	'瑞智'
'4533'	'協易機'
'4534'	'慶騰'
'4535'	'至興'
'4536'	'拓凱'
'4541'	'晟田'
'4542'	'科嶠'
'4543'	'萬在'
'4545'	'銘鈺'
'4549'	'桓達'
'4550'	'長佳'
'4551'	'智伸科'
'4552'	'力達-KY'
'4555'	'氣立'
'4556'	'旭然'
'4557'	'F-永新'
'4706'	'大恭'
'4707'	'磐亞'
'4711'	'永純'
'4714'	'永捷'
'4716'	'大立高'
'4720'	'德淵'
'4721'	'美琪瑪'
'4722'	'國精化'
'4733'	'上緯'
'4735'	'豪展'
'4736'	'泰博'
'4737'	'華廣'
'4739'	'康普'
'4745'	'F-合富'
'4746'	'台耀'
'4747'	'強生'
'4755'	'三福'
'4762'	'F-三汰'
'4763'	'F-材料'
'4803'	'F-VHQ'
'4804'	'F-大略'
'4806'	'昇華'
'4903'	'聯光通'
'4904'	'遠傳'
'4905'	'台聯電'
'4906'	'正文'
'4908'	'前鼎'
'4909'	'新復興'
'4912'	'F-聯德'
'4915'	'致伸'
'4916'	'事欣科'
'4919'	'新唐'
'4927'	'F-泰鼎'
'4933'	'友輝'
'4934'	'太極'
'4935'	'F-茂林'
'4938'	'和碩'
'4942'	'嘉彰'
'4947'	'F-昂寶'
'4950'	'牧東'
'4952'	'凌通'
'4953'	'緯軟'
'4958'	'F-臻鼎'
'4960'	'奇美材'
'4965'	'商店街'
'4966'	'F-譜瑞'
'4968'	'立積'
'4971'	'F-IET'
'4972'	'湯石'
'4973'	'廣穎'
'4974'	'亞泰'
'4977'	'F-眾達'
'4979'	'華星光'
'4984'	'F-科納'
'4987'	'科誠'
'4991'	'F-環宇'
'4994'	'傳奇'
'4995'	'晶達'
'4999'	'鑫禾'
'5007'	'三星'
'5009'	'榮剛'
'5011'	'久陽'
'5013'	'強新'
'5015'	'華祺'
'5016'	'松和'
'5102'	'富強'
'5201'	'凱衛'
'5203'	'訊連'
'5206'	'經緯'
'5209'	'新鼎'
'5211'	'蒙恬'
'5212'	'凌網'
'5213'	'亞昕'
'5215'	'F-科嘉'
'5225'	'F-東科'
'5230'	'雷笛克'
'5234'	'達興'
'5243'	'F-乙盛'
'5245'	'智晶'
'5251'	'天鉞電'
'5263'	'智崴'
'5264'	'F-鎧勝'
'5269'	'祥碩'
'5272'	'笙科'
'5274'	'信驊'
'5276'	'F-達輝'
'5281'	'F-大峽'
'5284'	'F-JPP'
'5285'	'界霖'
'5287'	'數字'
'5288'	'F-豐祥'
'5289'	'宜鼎'
'5291'	'邑昇'
'5301'	'寶得利'
'5305'	'敦南'
'5306'	'桂盟'
'5310'	'天剛'
'5312'	'寶島科'
'5345'	'天揚'
'5347'	'世界'
'5349'	'先豐'
'5353'	'台林'
'5356'	'協益'
'5364'	'力麗店'
'5371'	'中光電'
'5384'	'捷元'
'5386'	'青雲'
'5388'	'中磊'
'5392'	'應華'
'5403'	'中菲'
'5410'	'國眾'
'5425'	'台半'
'5426'	'振發'
'5434'	'崇越'
'5438'	'東友'
'5439'	'高技'
'5443'	'均豪'
'5452'	'佶優'
'5457'	'宣德'
'5460'	'同協'
'5464'	'霖宏'
'5465'	'富驊'
'5469'	'瀚宇博'
'5471'	'松翰'
'5474'	'聰泰'
'5478'	'智冠'
'5480'	'統盟'
'5483'	'中美晶'
'5487'	'通泰'
'5489'	'彩富'
'5490'	'同亨'
'5493'	'三聯'
'5508'	'永信建'
'5511'	'德昌'
'5512'	'力麒'
'5515'	'建國'
'5519'	'隆大'
'5520'	'力泰'
'5522'	'遠雄建'
'5525'	'順天'
'5530'	'龍巖'
'5533'	'皇鼎'
'5534'	'長虹'
'5536'	'聖暉'
'5538'	'F-東明'
'5543'	'F-崇佑'
'5601'	'台聯'
'5603'	'陸海'
'5604'	'中連貨'
'5609'	'中菲行'
'5703'	'亞都'
'5704'	'老爺知'
'5706'	'鳳凰'
'5820'	'日盛金'
'5871'	'F-中租'
'5878'	'台名'
'5880'	'合庫金'
'5903'	'全家'
'5904'	'寶雅'
'5905'	'南仁湖'
'5907'	'F-大洋'
'6005'	'群益證'
'6016'	'康和證'
'6022'	'大眾證'
'6023'	'元大期'
'6024'	'群益期'
'6026'	'福邦證'
'6104'	'創惟'
'6105'	'瑞傳'
'6107'	'華美'
'6109'	'亞元'
'6112'	'聚碩'
'6114'	'翔昇'
'6115'	'鎰勝'
'6120'	'達運'
'6121'	'新普'
'6123'	'上奇'
'6125'	'廣運'
'6128'	'上福'
'6133'	'金橋'
'6136'	'富爾特'
'6138'	'茂達'
'6139'	'亞翔'
'6141'	'柏承'
'6143'	'振曜'
'6145'	'勁永'
'6146'	'耕興'
'6147'	'頎邦'
'6151'	'晉倫'
'6153'	'嘉聯益'
'6154'	'順發'
'6155'	'鈞寶'
'6156'	'松上'
'6158'	'禾昌'
'6160'	'欣技'
'6161'	'捷波'
'6164'	'華興'
'6166'	'凌華'
'6170'	'統振'
'6171'	'亞銳士'
'6173'	'信昌電'
'6174'	'安碁'
'6175'	'立敦'
'6176'	'瑞儀'
'6177'	'達麗'
'6179'	'亞通'
'6180'	'橘子'
'6183'	'關貿'
'6184'	'大豐電'
'6185'	'幃翔'
'6186'	'新潤'
'6187'	'萬潤'
'6188'	'廣明'
'6189'	'豐藝'
'6192'	'巨路'
'6194'	'育富'
'6195'	'詩肯'
'6196'	'帆宣'
'6197'	'佳必琪'
'6201'	'亞弘電'
'6202'	'盛群'
'6203'	'海韻電'
'6203'	'元大MSCI台灣'
'6204'	'艾華'
'6205'	'詮欣'
'6206'	'飛捷'
'6207'	'雷科'
'6208'	'日揚'
'6208'	'FB台50'
'6210'	'慶生'
'6212'	'理銘'
'6213'	'聯茂'
'6214'	'精誠'
'6215'	'和椿'
'6216'	'居易'
'6217'	'中探針'
'6218'	'豪勉'
'6219'	'富旺'
'6220'	'岳豐'
'6221'	'晉泰'
'6223'	'旺矽'
'6224'	'聚鼎'
'6227'	'茂綸'
'6229'	'研通'
'6230'	'超眾'
'6231'	'系微'
'6234'	'高僑'
'6237'	'驊訊'
'6238'	'勝麗'
'6239'	'力成'
'6242'	'立康'
'6245'	'立端'
'6247'	'淇譽電'
'6248'	'沛波'
'6257'	'矽格'
'6261'	'久元'
'6263'	'普萊德'
'6265'	'方土昶'
'6266'	'泰詠'
'6269'	'台郡'
'6270'	'倍微'
'6271'	'同欣電'
'6274'	'台燿'
'6275'	'元山'
'6277'	'宏正'
'6278'	'台表科'
'6279'	'胡連'
'6281'	'全國電'
'6282'	'康舒'
'6284'	'佳邦'
'6285'	'啟碁'
'6290'	'良維'
'6292'	'迅德'
'6294'	'智基'
'6298'	'崴強'
'6404'	'F-通訊'
'6409'	'旭隼'
'6411'	'晶焱'
'6412'	'群電'
'6414'	'樺漢'
'6415'	'F-矽力'
'6417'	'韋僑'
'6422'	'F-君耀'
'6426'	'統新'
'6432'	'今展科'
'6435'	'大中'
'6442'	'光聖'
'6449'	'鈺邦'
'6451'	'F-訊芯'
'6452'	'F-康友'
'6456'	'F-GIS'
'6457'	'紘康'
'6464'	'台數科'
'6465'	'威潤'
'6469'	'大樹'
'6470'	'宇智'
'6477'	'安集'
'6482'	'弘煜科'
'6485'	'點序'
'6488'	'環球晶'
'6494'	'九齊'
'6496'	'科懋'
'6504'	'南六'
'6505'	'台塑化'
'6506'	'雙邦'
'6508'	'惠光'
'6509'	'聚和'
'6510'	'精測'
'6512'	'啟發電'
'6514'	'F-芮特'
'6523'	'達爾膚'
'6525'	'F-捷敏'
'6531'	'愛普'
'6603'	'富強鑫'
'6605'	'帝寶'
'6609'	'瀧澤'
'6803'	'崑鼎'
'7402'	'邑錡'
'8016'	'矽創'
'8021'	'尖點'
'8024'	'佑華微'
'8027'	'鈦昇'
'8032'	'光菱'
'8039'	'台虹'
'8042'	'金山電'
'8043'	'蜜望實'
'8044'	'網家'
'8046'	'南電'
'8047'	'星雲'
'8048'	'德勝'
'8049'	'晶采'
'8050'	'廣積'
'8054'	'安國'
'8059'	'凱碩'
'8064'	'東捷'
'8066'	'來思達'
'8069'	'元太'
'8070'	'長華'
'8071'	'能率豐'
'8072'	'陞泰'
'8074'	'鉅橡'
'8076'	'伍豐'
'8081'	'致新'
'8083'	'瑞穎'
'8086'	'宏捷科'
'8088'	'品安'
'8091'	'翔名'
'8096'	'擎亞'
'8099'	'大世科'
'8103'	'瀚荃'
'8105'	'凌巨'
'8107'	'大億科'
'8109'	'博大'
'8110'	'華東'
'8112'	'至上'
'8114'	'振樺電'
'8131'	'福懋科'
'8147'	'正淩'
'8150'	'南茂'
'8155'	'博智'
'8163'	'達方'
'8182'	'加高'
'8210'	'勤誠'
'8213'	'志超'
'8215'	'明基材'
'8222'	'寶一'
'8234'	'新漢'
'8240'	'華宏'
'8249'	'菱光'
'8255'	'朋程'
'8261'	'富鼎'
'8271'	'宇瞻'
'8287'	'英格爾'
'8289'	'泰藝電'
'8299'	'群聯'
'8341'	'日友'
'8349'	'恒耀'
'8354'	'冠郝'
'8383'	'千附'
'8390'	'金益鼎'
'8401'	'白紗科'
'8403'	'盛弘'
'8404'	'F-百和'
'8406'	'F-金可'
'8410'	'森田'
'8411'	'F-福貞'
'8416'	'實威'
'8420'	'明揚'
'8421'	'旭源'
'8422'	'可寧衛'
'8423'	'F-保綠'
'8424'	'惠普'
'8426'	'F-紅木'
'8427'	'F-基勝'
'8429'	'F-金麗'
'8432'	'東生華'
'8433'	'弘帆'
'8435'	'鉅邁'
'8436'	'大江'
'8437'	'F-大地'
'8443'	'阿瘦'
'8444'	'F-綠河'
'8446'	'華研'
'8450'	'霹靂'
'8454'	'富邦媒'
'8455'	'F-大拓'
'8462'	'柏文'
'8463'	'潤泰材'
'8464'	'億豐'
'8467'	'F-波力'
'8472'	'夠麻吉'
'8905'	'裕國'
'8908'	'欣雄'
'8913'	'全銓'
'8916'	'光隆'
'8917'	'欣泰'
'8921'	'沈氏'
'8923'	'時報'
'8926'	'台汽電'
'8928'	'鉅明'
'8929'	'富堡'
'8931'	'大汽電'
'8933'	'愛地雅'
'8936'	'國統'
'8937'	'合騏'
'8938'	'明安'
'8941'	'關中'
'8942'	'森鉅'
'8996'	'高力'
'9136'	'巨騰'
'9188'	'精熙'
'9802'	'F-鈺齊'
'9902'	'台火'
'9904'	'寶成'
'9905'	'大華金'
'9907'	'統一實'
'9908'	'大台北'
'9910'	'豐泰'
'9911'	'櫻花'
'9914'	'美利達'
'9917'	'中興保'
'9918'	'欣天然'
'9919'	'康那香'
'9921'	'巨大'
'9924'	'福興'
'9925'	'新保'
'9926'	'新海瓦'
'9927'	'泰銘'
'9930'	'中聯資'
'9931'	'欣高'
'9933'	'中鼎'
'9934'	'成霖'
'9937'	'全國油'
'9938'	'百和'
'9939'	'宏全'
'9940'	'信義'
'9941'	'裕融'
'9942'	'茂順'
'9943'	'好樂迪'
'9944'	'新麗'
'9946'	'三發'
'9950'	'萬國通'
'9951'	'皇田'
'9958'	'世紀鋼'
'9960'	'邁達康'
'910322'	'康師傅'
'912398'	'友佳'
